distinction_id,property_flg,price,yield,income,built_date,building_structure,rank,struture_flg,total_units,access,address,land_area,land_rights,footprint_square,plan,management_fee,management_flg,building_area,ratio,use_districts,current_state,delivery_time
580256bls,MAN,"9,480万円",14.81%,"1,404 万円 / 117.0万円",1980年3月,鉄骨造4階建 総戸数 18戸,4階建,S造,18戸,JR山手線 神田駅  徒歩3分 ,東京都千代田区神田北乗物町,67.53m2 【20.42坪】, 所有権 ,,1R×18戸 ,,,179.83m2【54.39坪】,80 ％ / 600 ％ ,商業,賃貸中,相談
599973oem,BUL,"1億5,100万円",6.13%,926.8 万円 / 77.2万円,1992年10月,鉄骨造5階建 総戸数 5戸,5階建,S造,5戸,東西線 九段下駅  徒歩2分 ,東京都千代田区九段北1丁目,79.01m2 【23.90坪】, 所有権 ,,,,,205.00m2【62.01坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
601230z4r,BUL,"1億5,100万円",6.13%,926 万円 / 77.2万円,1992年10月,鉄骨造5階建,5階建,S造,---,東西線 九段下駅  徒歩2分 半蔵門線 九段下駅  徒歩2分 都営新宿線 九段下駅  徒歩2分 ,東京都千代田区九段北1丁目,79.01m2 【23.90坪】, 所有権 ,,,,,205.00m2【62.01坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
607197kew,BUL,"1億6,800万円",7.85%,"1,320 万円 / 110.0万円",1969年8月,鉄筋コンクリート造4階建 総戸数 4戸,4階建,RC造,4戸,JR総武線 水道橋駅  徒歩3分 半蔵門線 神保町駅  徒歩7分 東西線 九段下駅  徒歩8分 ,東京都千代田区三崎町2,86.08m2 【26.03坪】, 所有権 ,,店舗・事務所×4戸 ,,,262.14m2【79.29坪】,80 ％ / 600 ％ ,商業,空室,相談
593219fts,BUL,"1億8,800万円",,,1966年3月,鉄筋コンクリート造5階建（地下 1階）,5階建,RC造,---,都営新宿線 馬喰横山駅  徒歩2分 JR総武線 馬喰町駅  徒歩2分 JR総武線 浅草橋駅  徒歩7分 ,東京都千代田区東神田1-14-1,64.39m2 【19.47坪】, 所有権 ,,1-2F:店舗スケルトン 3-5F:事務所内装リフォーム ,,,339.09m2【102.57坪】1F:56.22㎡ 2F:42.47㎡ 3-5F:60.44㎡ 地下1F:59.08㎡,80 ％ / 600 ％ ,商業,賃貸中,相談
606283jr0,BUL,"1億8,800万円",,,1966年3月,鉄筋コンクリート造5階建（地下 1階） 総戸数 6戸,5階建,RC造,6戸,都営新宿線 馬喰横山駅  徒歩2分 JR総武線 馬喰町駅  徒歩2分 JR総武線 浅草橋駅  徒歩7分 ,東京都千代田区東神田1,64.39m2 【19.47坪】, 所有権 ,,店舗・事務所×6戸 ,,,339.09m2【102.57坪】1階 56.22m2 ／ 2階 42.47m2 ／ 3～ 5階 60.44m2 ／ 地下1階 59.08m2,80 ％ / 600 ％ ,商業,賃貸中,相談
606575pda,BUL,"1億8,800万円",,,1966年3月,鉄筋コンクリート造5階建（地下 1階） 総戸数 6戸,5階建,RC造,6戸,都営新宿線 馬喰横山駅  徒歩2分 JR総武線 馬喰町駅  徒歩2分 JR中央線 浅草橋駅  徒歩7分 ,東京都千代田区東神田1丁目,64.39m2 【19.47坪】, 所有権 ,,事務所×5戸  店舗×1戸 ,,,339.09m2【102.57坪】,80 ％ / 600 ％ ,商業,賃貸中,相談
606224qoq,ETC,"1億9,800万円",,,2010年6月,鉄骨造3階建 総戸数 2戸,3階建,S造,2戸,半蔵門線 半蔵門駅  徒歩3分 有楽町線 麹町駅  徒歩8分 ,東京都千代田区一番町4-75,91.33m2 【27.62坪】, 所有権 ,,2LDK×1戸  店舗・事務所×1戸 ,,,146.04m2【44.17坪】,80 ％ / 480 ％ 容積率は前面道路幅員制限による,商業,セカンドハウスとして使用中,相談
594598zit,BUL,2億500万円,,,1984年11月,鉄骨造6階建 総戸数 6戸,6階建,S造,6戸,半蔵門線 半蔵門駅  徒歩3分 有楽町線 麹町駅  徒歩3分 ,東京都千代田区一番町,54.90m2 【16.60坪】, 所有権 ,,事務所×5戸  倉庫×1戸 ,,,281.39m2【85.12坪】,---- / ---- ,,空室,即時
602421frw,BUL,"3億7,400万円",6.62%,"2,478.3 万円 / 206.5万円",1986年3月,鉄骨鉄筋コンクリート造7階建 総戸数 8戸,7階建,SRC造,8戸,半蔵門線 神保町駅  徒歩3分 東西線 九段下駅  徒歩6分 JR中央線 水道橋駅  徒歩9分 ,東京都千代田区神田神保町2丁目,132.23m2 【40.00坪】, 所有権 ,,事務所×7戸  店舗×1戸 ,,,588.08m2【177.89坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
602508r41,BUL,"3億7,400万円",6.62%,"2,478.3264 万円 / 206.5万円",1986年3月,鉄骨鉄筋コンクリート造7階建,7階建,SRC造,---,半蔵門線 神保町駅  徒歩3分 都営三田線 神保町駅  徒歩3分 ,東京都千代田区神田神保町,132.23m2 【40.00坪】, 所有権 ,,,,,588.08m2【177.89坪】,80 ％ / 500 ％ ,商業,建付地,相談
603325k5y,BUL,"3億7,400万円",6.62%,"2,478.3264 万円 / 206.5万円",1986年3月,鉄骨鉄筋コンクリート造7階建,7階建,SRC造,---,半蔵門線 神保町駅  徒歩3分 都営新宿線 神保町駅  徒歩3分 都営三田線 神保町駅  徒歩3分 ,東京都千代田区神田神保町2丁目,132.23m2 【40.00坪】, 所有権 ,,,,,588.08m2【177.89坪】,80 ％ / 600 ％ ,商業,賃貸中,相談
6039457wx,BUL,"3億7,400万円",6.63%,"2,482 万円 / 206.8万円",1986年3月,鉄骨鉄筋コンクリート造7階建,7階建,SRC造,---,半蔵門線 神保町駅  徒歩3分 東西線 九段下駅  徒歩6分 JR中央線 水道橋駅  徒歩9分 ,東京都千代田区神保町2,133m2 【40.23坪】, 所有権 ,,事務所 居宅 ,,,588m2【177.87坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
604747mxi,BUL,"3億7,400万円",6.63%,"2,481 万円 / 206.8万円",1986年3月,鉄筋コンクリート造7階建,7階建,RC造,---,半蔵門線 神保町駅  徒歩3分 都営新宿線 神保町駅  徒歩3分 東西線 九段下駅  徒歩6分 ,東京都千代田区神田神保町2丁目,132.23m2 【40.00坪】, 所有権 ,,,,,588.08m2【177.89坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
600658vfx,BUL,"3億8,000万円",,,2007年8月,鉄骨造5階建 総戸数 4戸,5階建,S造,4戸,JR山手線 神田駅  徒歩3分 銀座線 三越前駅  徒歩7分 丸ノ内線 大手町駅  徒歩6分 ,東京都千代田区内神田3,105.81m2 【32.00坪】, 所有権 ,,事務所×4戸 駐車場 3台,,,378.77m2【114.57坪】1階 69.37m2 ／ 2～ 4階 83.20m2 ／ 5階 59.80m2,80 ％ / 600 ％ ,商業,空室,相談
602936rrd,BUL,"3億8,000万円",,,2007年8月,鉄骨造5階建,5階建,S造,---,JR山手線 神田駅  徒歩3分 丸ノ内線 大手町駅  徒歩6分 銀座線 三越前駅  徒歩8分 ,東京都千代田区内神田3丁目,105.81m2 【32.00坪】, 所有権 ,,,,,378.77m2【114.57坪】1階 69.37m2 ／ 2階,80 ％ / 600 ％ ,,一部使用中,相談
601653wuv,LND,5億円,,,,,,,,丸ノ内線 淡路町駅  徒歩2分 都営新宿線 小川町駅  徒歩2分 千代田線 新御茶ノ水駅  徒歩5分 ,東京都千代田区神田司町2丁目,176.2m2 【53.30坪】, 所有権 ,,,,,,80 ％ / 600 ％ ,宅地 / 商業,駐車場,相談
577417nw3,ONE,480万円,12.50%,60 万円 / 5.0万円,1972年10月,鉄骨鉄筋コンクリート造10/13階建 総戸数 142戸,10/13階建,SRC造,142戸,JR山手線 新橋駅  徒歩6分 日比谷線 東銀座駅  徒歩8分 都営大江戸線 汐留駅  徒歩8分 ,東京都中央区銀座8-16-10,,旧法借地権 ,10.00m2（バルコニー なし）,1R南西向き,"11,800円 / 3,500円",全部委託,,,,空室,相談
5973953ed,ONE,590万円,12.20%,,1972年4月,鉄骨鉄筋コンクリート造6/11階建（地下 1階） 総戸数 140戸,6/11階建,SRC造,140戸,日比谷線 東銀座駅  徒歩6分 JR山手線 新橋駅  徒歩4分 都営大江戸線 汐留駅  徒歩4分 ,東京都中央区銀座8-16-10,,旧法借地権 ,10.0m2（バルコニー なし）,1R南西向き,"11,800円 / 3,500円",全部委託,,,,賃貸中,相談
579097q3l,ONE,780万円,8.92%,69.6 万円 / 5.8万円,1974年12月,鉄筋コンクリート造3/11階建 総戸数 121戸,3/11階建,RC造,121戸,日比谷線 八丁堀駅  徒歩4分 ,東京都中央区新川2-11-1,,所有権 ,12.98m2（バルコニー 2m2）,1R南西向き,"6,035円 / 2,750円",全部委託,,,,賃貸中,相談
583511gmu,ONE,780万円,8.92%,69.6 万円 / 5.8万円,1949年12月,鉄骨鉄筋コンクリート造3/11階建 総戸数 121戸,3/11階建,SRC造,121戸,JR京葉線 八丁堀駅  徒歩4分 日比谷線 八丁堀駅  徒歩4分 ,東京都中央区新川2丁目,,所有権 ,12.98m2（バルコニー 2m2）,1R南向き,"6,035円 / 2,750円",全部委託,,,,賃貸中,相談
595791c4r,ONE,780万円,,,1974年12月,鉄骨鉄筋コンクリート造3/11階建 総戸数 121戸,3/11階建,SRC造,121戸,JR京葉線 八丁堀駅  徒歩4分 日比谷線 八丁堀駅  徒歩4分 JR山手線 東京駅  徒歩16分 ,東京都中央区新川2-11-1,,所有権 ,12.98m2（バルコニー 2m2）,1R南向き,"6,035円 / 2,750円",全部委託,,,,賃貸中,相談
597960vxj,ONE,880万円,9.41%,82.8 万円 / 6.9万円,1974年7月,鉄骨鉄筋コンクリート造7/11階建 総戸数 120戸,7/11階建,SRC造,120戸,日比谷線 茅場町駅  徒歩8分 ,東京都中央区新川1丁目,,所有権 ,18.30m2（バルコニー 8.83m2）,1R北東向き,"7,150円 / 8,260円",全部委託,,,,空室,相談
5984753kl,ONE,890万円,9.30%,82.8 万円 / 6.9万円,1982年4月,鉄筋コンクリート造5/9階建（地下 1階） 総戸数 82戸,5/9階建,RC造,82戸,日比谷線 八丁堀駅  徒歩2分 有楽町線 新富町駅  徒歩5分 ,東京都中央区入船1-2-8,,所有権 ,14.56m2（バルコニー なし）,1R北向き,"5,900円 / 4,050円",全部委託,,,,賃貸中,相談
597918up3,ONE,920万円,8.22%,75.6 万円 / 6.3万円,1980年1月,鉄骨鉄筋コンクリート造3/8階建,3/8階建,SRC造,---,都営浅草線 人形町駅  徒歩3分 ,東京都中央区日本橋堀留町1丁目,,所有権 ,19.02m2（バルコニー 0.00m2）,1R北東向き,"6,280円 / 620円",自主管理,,,,空室,相談
597385fxj,ONE,930万円,,,1979年3月,鉄骨造9/10階建 総戸数 68戸,9/10階建,S造,68戸,都営大江戸線 汐留駅  徒歩7分 JR山手線 新橋駅  徒歩10分 都営大江戸線 築地市場駅  徒歩5分 ,東京都中央区築地5,,所有権 ,18.31m2（バルコニー なし）,1R北西向き,"7,400円 / 16,270円",全部委託,,,,空室,相談
583503i5x,ONE,940万円,10.08%,94.8 万円 / 7.9万円,1980年6月,鉄筋コンクリート造4/5階建 総戸数 8戸,4/5階建,RC造,8戸,都営浅草線 人形町駅  徒歩3分 都営新宿線 浜町駅  徒歩5分 都営浅草線 東日本橋駅  徒歩7分 ,東京都中央区日本橋富沢町16,,所有権 ,24.73m2（バルコニー 1.98m2）,1R南西向き,"14,626円 / 5,680円",全部委託,,,,賃貸中,相談
6039173zj,ONE,940万円,9.44%,88.8 万円 / 7.4万円,1979年11月,鉄骨鉄筋コンクリート造4/12階建 総戸数 58戸,4/12階建,SRC造,58戸,銀座線 三越前駅  徒歩6分 JR総武線 新日本橋駅  徒歩6分 日比谷線 人形町駅  徒歩9分 ,東京都中央区日本橋本町1-6-3,,所有権 ,17.05m2（バルコニー 1m2）,1R北西向き,"10,330円 / 5,110円",全部委託,,,,賃貸中,相談
6041610lc,ONE,940万円,8.93%,84 万円 / 7.0万円,1979年11月,鉄骨鉄筋コンクリート造4/12階建 総戸数 58戸,4/12階建,SRC造,58戸,銀座線 三越前駅  徒歩5分 JR総武線 新日本橋駅  徒歩6分 日比谷線 人形町駅  徒歩7分 ,東京都中央区日本橋本町1-6-3,,所有権 ,15.85m2（バルコニー なし）,1R西向き,"10,330円 / 5,110円",全部委託,,,,空室,相談
604423wje,ONE,940万円,8.93%,84 万円 / 7.0万円,1979年11月,鉄骨鉄筋コンクリート造4/12階建 総戸数 58戸,4/12階建,SRC造,58戸,銀座線 三越前駅  徒歩6分 半蔵門線 三越前駅  徒歩6分 JR総武線 新日本橋駅  徒歩7分 ,東京都中央区日本橋本町1丁目6-3,,所有権 ,15.85m2（バルコニー なし）,1R北西向き,"10,330円 / 5,110円",全部委託,,,,賃貸中,即時
597889fd6,ONE,980万円,10.04%,98.4 万円 / 8.2万円,1982年8月,鉄骨鉄筋コンクリート造8/12階建 総戸数 52戸,8/12階建,SRC造,52戸,半蔵門線 水天宮前駅  徒歩2分 ,東京都中央区日本橋箱崎町,,所有権 ,17.26m2（バルコニー 2.62m2）,1R南東向き,"4,620円 / 2,250円",全部委託,,,,空室,即時
599888omz,ONE,980万円,8.32%,,1982年8月,鉄骨鉄筋コンクリート造9/12階建（地下 1階） 総戸数 52戸,9/12階建,SRC造,52戸,半蔵門線 水天宮前駅  徒歩2分 日比谷線 茅場町駅  徒歩10分 都営浅草線 人形町駅  徒歩8分 ,東京都中央区日本橋箱崎27-9,,所有権 ,17.26m2（バルコニー 2.62m2）,1R北東向き,"4,620円 / 2,520円",全部委託,,,,空室,相談
583501gfe,ONE,"1,150万円",8.34%,96 万円 / 8.0万円,1982年1月,鉄骨鉄筋コンクリート造8/14階建（地下 1階） 総戸数 214戸,8/14階建,SRC造,214戸,都営浅草線 東銀座駅  徒歩3分 日比谷線 築地駅  徒歩3分 有楽町線 新富町駅  徒歩6分 ,東京都中央区築地2丁目,,所有権 ,18.18m2（バルコニー なし）,1R東南向き,"5,640円 / 2,820円",全部委託,,,,空室,相談
583552m3k,ONE,"1,180万円",8.64%,102 万円 / 8.5万円,1973年7月,鉄骨鉄筋コンクリート造7/10階建 総戸数 45戸,7/10階建,SRC造,45戸,都営大江戸線 勝どき駅  徒歩3分 ,東京都中央区月島3丁目,,所有権 ,27.14m2（バルコニー 2.97m2）,1R北向き,"10,350円 / 10,350円",全部委託,,,,賃貸中,相談
583226jkz,ONE,"1,200万円",7.50%,90 万円 / 7.5万円,1986年2月,鉄骨鉄筋コンクリート造3/10階建 総戸数 31戸,3/10階建,SRC造,31戸,日比谷線 茅場町駅  徒歩6分 東西線 茅場町駅  徒歩6分 JR京葉線 八丁堀駅  徒歩6分 ,東京都中央区新川1-16-7,,所有権 ,23.11m2（バルコニー 2.74m2）,1R東南向き,"6,240円 / 6,240円",全部委託,,,,賃貸中,相談
586659mnp,ONE,"1,200万円",8.00%,96 万円 / 8.0万円,1982年3月,鉄骨造3/12階建（地下 1階）,3/12階建,S造,---,半蔵門線 水天宮前駅  徒歩5分 ,東京都中央区日本橋中洲,,所有権 ,28.35m2（バルコニー 4.27m2）,1DK,"6,380円 / 8,700円",全部委託,,,,賃貸中,相談
592108fj5,ONE,"1,200万円",8.50%,102 万円 / 8.5万円,1971年9月,鉄骨鉄筋コンクリート造6/13階建,6/13階建,SRC造,---,有楽町線 新富町駅  徒歩1分 日比谷線 築地駅  徒歩3分 ,東京都中央区築地3丁目1-4,,所有権 ,29.16m2（バルコニー 3.60m2）,2K,"5,680円 / 10,150円",全部委託,,,,賃貸中,相談
602864u0c,ONE,"1,220万円",7.18%,87.6 万円 / 7.3万円,1978年9月,鉄骨鉄筋コンクリート造3/8階建 総戸数 146戸,3/8階建,SRC造,146戸,有楽町線 新富町駅  徒歩4分 日比谷線 築地駅  徒歩7分 JR京葉線 八丁堀駅  徒歩10分 ,東京都中央区明石町5-13,,所有権 ,20.38m2（バルコニー 1.15m2）,1R南向き,"4,600円 / 3,570円",全部委託,,,,賃貸中,相談
605938qlt,ONE,"1,220万円",6.80%,87.6 万円 / 7.3万円,1978年9月,鉄骨鉄筋コンクリート造3/8階建 総戸数 146戸,3/8階建,SRC造,146戸,有楽町線 新富町駅  徒歩5分 日比谷線 築地駅  徒歩8分 ,東京都中央区明石町,,所有権 ,20.38m2（バルコニー 1.15m2）,1R南向き,"4,600円 / 3,570円",全部委託,,,,賃貸中,相談
595630bqi,ONE,"1,230万円",8.00%,98.4 万円 / 8.2万円,1997年12月,鉄筋コンクリート造4/7階建 総戸数 37戸,4/7階建,RC造,37戸,都営浅草線 東日本橋駅  徒歩2分 都営新宿線 馬喰横山駅  徒歩4分 JR総武線 馬喰町駅  徒歩3分 ,東京都中央区東日本橋2-15-1,,所有権 ,16.78m2（バルコニー 1.52m2）,1K南向き,"9,000円 / 5,390円",全部委託,,,,賃貸中,相談
596209p32,ONE,"1,230万円",8.00%,98.4 万円 / 8.2万円,1998年1月,鉄筋コンクリート造4/7階建 総戸数 37戸,4/7階建,RC造,37戸,都営浅草線 東日本橋駅  徒歩2分 JR総武線 馬喰町駅  徒歩3分 都営新宿線 馬喰横山駅  徒歩4分 ,東京都中央区東日本橋2-15-1,,所有権 ,16.78m2（バルコニー 1.52m2）,1K南向き,"9,000円 / 5,390円",全部委託,,,,賃貸中,相談
597919icd,ONE,"1,230万円",8.00%,98.4 万円 / 8.2万円,1998年1月,鉄筋コンクリート造3/7階建,3/7階建,RC造,---,都営浅草線 東日本橋駅  徒歩2分 ,東京都中央区東日本橋2丁目,,所有権 ,16.78m2（バルコニー 1.52m2）,1K南向き,"9,000円 / 5,390円",全部委託,,,,賃貸中,相談
5990714dw,ONE,"1,250万円",7.20%,90 万円 / 7.5万円,1981年1月,鉄骨鉄筋コンクリート造4/11階建（地下 1階） 総戸数 77戸,4/11階建,SRC造,77戸,日比谷線 築地駅  徒歩4分 都営大江戸線 築地市場駅  徒歩5分 日比谷線 東銀座駅  徒歩7分 ,東京都中央区築地4-14-1,,所有権 ,21.0m2（バルコニー なし）,1K東南向き,"8,400円 / 0円",全部委託,,,,空室,相談
582105gws,TPO,"1,280万円",10.78%,138 万円 / 11.5万円,1969年1月,鉄骨鉄筋コンクリート造地下1/11階建（地下 1階）,B1/11階建,SRC造,---,JR中央線 中野駅  徒歩4分 丸ノ内線 新中野駅  徒歩8分 ,東京都中央区中央4-26-10,,所有権 ,57.87m2,店舗,"33,804円 / 0円",全部委託,,,,賃貸中,相談
597313uaw,ONE,"1,280万円",6.84%,87.6 万円 / 7.3万円,1978年9月,鉄骨鉄筋コンクリート造3/8階建 総戸数 143戸,3/8階建,SRC造,143戸,有楽町線 新富町駅  徒歩4分 ,東京都中央区明石町,,所有権 ,20.38m2（バルコニー 1.15m2）,1R,"4,600円 / 3,570円",全部委託,,,,賃貸中,相談
597644twe,ONE,"1,280万円",6.84%,87.6 万円 / 7.3万円,1978年9月,鉄筋コンクリート造3/8階建 総戸数 143戸,3/8階建,RC造,143戸,有楽町線 新富町駅  徒歩4分 日比谷線 築地駅  徒歩7分 都営大江戸線 月島駅  徒歩14分 ,東京都中央区明石町5-13,,所有権 ,20.38m2（バルコニー 1.15m2）,1R南西向き,"4,600円 / 3,570円",全部委託,,,,賃貸中,相談
597952js6,ONE,"1,280万円",7.03%,90 万円 / 7.5万円,1983年4月,鉄骨鉄筋コンクリート造6/9階建,6/9階建,SRC造,---,日比谷線 人形町駅  徒歩3分 ,東京都中央区日本橋小網町,,所有権 ,21.56m2（バルコニー 2.49m2）,1R北向き,"7,595円 / 7,250円",全部委託,,,,賃貸中,即時
597958xhj,ONE,"1,280万円",6.94%,88.8 万円 / 7.4万円,1998年4月,鉄骨鉄筋コンクリート造3/10階建 総戸数 52戸,3/10階建,SRC造,52戸,有楽町線 月島駅  徒歩10分 ,東京都中央区月島3丁目,,所有権 ,17.73m2（バルコニー 2.77m2）,1K南向き,"8,000円 / 4,000円",全部委託,,,,賃貸中,相談
598731erj,ONE,"1,280万円",7.78%,,1974年7月,鉄骨鉄筋コンクリート造2/11階建 総戸数 120戸,2/11階建,SRC造,120戸,日比谷線 茅場町駅  徒歩7分 東西線 茅場町駅  徒歩7分 日比谷線 八丁堀駅  徒歩8分 ,東京都中央区新川1-30-7,,所有権 ,22.12m2（バルコニー 4.80m2）,1K南西向き,"8,630円 / 9,920円",全部委託,,,,空室,相談
592395mtp,ONE,"1,300万円",7.84%,102 万円 / 8.5万円,1982年10月,鉄骨鉄筋コンクリート造3/12階建 総戸数 86戸,3/12階建,SRC造,86戸,日比谷線 八丁堀駅  徒歩6分 JR京葉線 八丁堀駅  徒歩6分 東西線 茅場町駅  徒歩7分 ,東京都中央区新川2丁目,,所有権 ,34.65m2（バルコニー 5.08m2）,1DK,"10,430円 / 3,320円",全部委託,,,,賃貸中,相談
